"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"2409","hsa-miR-6859-3p","3/48",0.427894316585465,0.731729722267953,0.544347225395763,0.974978152020252,12.3911296349725,-10.5185702012551,"GADD45GIP1;ZRANB1;POLR2D"
"2410","hsa-miR-711","3/48",0.427894316585465,0.731729722267953,0.544347225395763,0.974978152020252,12.4063146615089,-10.5314604519697,"CDK4;TRIP13;MRPL10"
"2411","hsa-miR-503-3p","4/50",0.235096462722823,0.560704368316697,0.352640998680516,0.915860846840486,7.3298972612919,-10.6119274367024,"ORC4;PPIP5K2;SLC30A5;BUB1"
"2412","hsa-miR-203b-5p","2/39",0.582840567748152,0.834736053257428,0.672845264199404,0.999993115252833,19.6992033279787,-10.6344494182951,"DST;PLEKHA8"
"2413","hsa-miR-4693-5p","4/49",0.224348345822944,0.546614615157239,0.339814291133153,0.909291868101017,7.11918316926201,-10.6400130781494,"REST;ALG9;SDE2;LIMS1"
"2414","hsa-miR-6718-5p","2/39",0.582840567748152,0.834736053257428,0.672845264199404,0.999993115252833,19.7299534844289,-10.6510496319144,"DST;PLEKHA8"
"2415","mmu-miR-431-5p","4/50",0.235096462722823,0.560704368316697,0.352640998680516,0.915860846840486,7.37575745160923,-10.6783219569163,"POLR1B;PEX13;MZT1;ZBTB2"
"2416","hsa-miR-345-5p","4/51",0.245964366123043,0.572907443847054,0.365468618478533,0.921070332714333,7.61834961965867,-10.6852580114009,"AP5M1;YEATS2;YIPF4;METTL21A"
"2417","hsa-miR-5195-5p","5/40",0.0465005347959795,0.241107755152108,0.102700312270955,0.639636793481904,3.48989101821031,-10.7080028265817,"DNAJC19;ERCC6L;DONSON;UQCR10;CCT7"
"2418","hsa-miR-638","4/53",0.268009968505088,0.594806586613729,0.391072123924763,0.92951400417354,8.14788925922629,-10.7285792134478,"CDK2;NCAPG2;BUB1;THAP1"
"2419","hsa-miR-6775-3p","4/50",0.235096462722823,0.560704368316697,0.352640998680516,0.915860846840486,7.41262794133322,-10.7317015538682,"RAB4A;ARL6IP1;EHHADH;SPHAR"
"2420","mmu-miR-3961","1/27",0.747026277684788,0.917721152265376,0.798455040189348,0.999993115252833,36.7992058442481,-10.7326693204476,"PRRC1"
"2421","hsa-miR-3613-5p","3/47",0.41450920740234,0.726241952113208,0.530810403692537,0.973503479432422,12.1960135352403,-10.7405423944024,"STRBP;MTF2;SMC3"
"2422","hsa-miR-5684","3/47",0.41450920740234,0.726241952113208,0.530810403692537,0.973503479432422,12.2657413554013,-10.8019489028771,"ZYG11B;GTF2A1;ZNF644"
"2423","hsa-miR-3691-5p","3/47",0.41450920740234,0.726241952113208,0.530810403692537,0.973503479432422,12.2787970339073,-10.8134465179032,"REPIN1;HDGF;MRPL10"
"2424","mmu-miR-376c-3p","2/38",0.568593640958107,0.826097436825082,0.659544293606353,0.999993115252833,19.159419184711,-10.8172023667814,"XPO1;EHHADH"
"2425","hsa-miR-487a-5p","2/38",0.568593640958107,0.826097436825082,0.659544293606353,0.999993115252833,19.1683726429071,-10.8222573931502,"YIPF4;POLR2D"
"2426","hsa-miR-604","2/39",0.582840567748152,0.834736053257428,0.672845264199404,0.999993115252833,20.0540446597075,-10.8260075301112,"TMED10;ZNF644"
"2427","hsa-miR-24-1-5p","5/36",0.0312774519463822,0.188667928925525,0.075193561462871,0.561522276770521,3.12488218444224,-10.8272724925229,"DHX33;RACGAP1;FOXM1;ZNF367;ZWINT"
"2428","hsa-miR-875-5p","5/44",0.0654423435128721,0.298231334719554,0.134484192462421,0.727432084114141,3.98156960670041,-10.8560910545961,"ZRANB1;COX17;UCHL3;MRPL35;EIF2S1"
"2429","hsa-miR-3670","4/48",0.213732569567641,0.537272229447847,0.327002778688172,0.902349402930927,7.04380758898284,-10.8688044543873,"BCL2L12;SUPT16H;CAND1;BUB3"
"2430","hsa-miR-4638-3p","3/47",0.41450920740234,0.726241952113208,0.530810403692537,0.973503479432422,12.4154420651927,-10.9337843436415,"REST;IPO9;H2AFZ"
"2431","hsa-miR-625-3p","5/39",0.0423487408001153,0.22589086114778,0.0954070195111258,0.615079767379249,3.46654912279183,-10.9605925316906,"CCT6A;GINS2;USP1;MRPL17;TRIAP1"
"2432","hsa-miR-3126-3p","3/45",0.387455111818647,0.711433015651882,0.503076935591582,0.960696971602568,11.5863972005742,-10.985703651392,"NUP133;MRPL17;TMPO"
"2433","hsa-miR-6724-5p","3/46",0.401025328928447,0.716925035888033,0.517050879997725,0.973503479432422,12.0613713299991,-11.0208451387841,"ZYG11B;PDF;SRSF10"
"2434","hsa-miR-549a","4/50",0.235096462722823,0.560704368316697,0.352640998680516,0.915860846840486,7.61444044403,-11.0238774955075,"EIF3M;PAPOLG;URGCP-MRPS24;FAM208B"
"2435","hsa-miR-6773-5p","3/46",0.401025328928447,0.716925035888033,0.517050879997725,0.973503479432422,12.0733597740081,-11.0317993479915,"ZYG11B;PDF;SRSF10"
"2436","hsa-miR-3197","3/45",0.387455111818647,0.711433015651882,0.503076935591582,0.960696971602568,11.6468243490613,-11.0429979711262,"LRRC47;UQCRQ;EVI5"
"2437","hsa-miR-618","3/45",0.387455111818647,0.711433015651882,0.503076935591582,0.960696971602568,11.6984563900661,-11.0919531632861,"FANCD2;CTDSPL2;RAD18"
"2438","hsa-miR-4785","1/26",0.733805861909612,0.910234147073213,0.786578719434472,0.999993115252833,35.8663716937712,-11.1010286307665,"PLXNA1"
"2439","hsa-miR-6762-3p","4/49",0.224348345822944,0.546614615157239,0.339814291133153,0.909291868101017,7.44219566969006,-11.1227731290214,"ORC5;IPO9;TMED10;ZNF644"
"2440","mmu-miR-448-3p","1/27",0.747026277684788,0.917721152265376,0.798455040189348,0.999993115252833,38.4859529503793,-11.224617407424,"GSKIP"
"2441","hsa-miR-181d-3p","1/26",0.733805861909612,0.910234147073213,0.786578719434472,0.999993115252833,36.2676857205943,-11.225239647697,"TK1"
"2442","hsa-miR-4774-5p","3/46",0.401025328928447,0.716925035888033,0.517050879997725,0.973503479432422,12.3270560471556,-11.2636094185174,"PYURF;BRI3BP;LIMS1"
"2443","hsa-miR-4703-3p","4/49",0.224348345822944,0.546614615157239,0.339814291133153,0.909291868101017,7.53898127068177,-11.2674245638622,"SCYL3;BIRC5;PHAX;ZNF367"
"2444","hsa-miR-208b-3p","4/49",0.224348345822944,0.546614615157239,0.339814291133153,0.909291868101017,7.55565923562445,-11.2923507050905,"C11ORF54;SSRP1;CPEB2;UTP18"
"2445","hsa-miR-1284","4/49",0.224348345822944,0.546614615157239,0.339814291133153,0.909291868101017,7.57406947141512,-11.31986582093,"SENP6;COX17;DNAJB14;BRI3BP"
"2446","mmu-miR-5119","5/39",0.0423487408001153,0.22589086114778,0.0954070195111258,0.615079767379249,3.58261931119859,-11.3275851791735,"BIRC5;OCIAD2;MAGT1;LARP4;WDR43"
"2447","hsa-miR-3158-3p","3/46",0.401025328928447,0.716925035888033,0.517050879997725,0.973503479432422,12.4027789132248,-11.3327997251236,"CDK2;RANGAP1;LSM4"
"2448","mmu-miR-93-5p","1/26",0.733805861909612,0.910234147073213,0.786578719434472,0.999993115252833,36.7990208417608,-11.3896935947805,"ZBTB41"
